*Time 	vhq	vq	Vc	vh1	vh2	v1	v2
0	-0.229800228914987	0.125575354908739	1.09657267392113E-5	0.129039681710098	0.0738121971772203	0.0966044820279669	-0.0273091742478117
0.003	-0.229800228914987	0.125575354908739	1.09657267392113E-5	0.129039681710098	0.0738121971772203	0.0966044820279669	-0.0273091742478117
0.00300530388348698	-0.230055303817334	0.124640223300467	1.15020351299216E-5	0.129443665596416	0.0636518064303069	0.100172919754138	-0.0170100373304814
0.00301060776697395	-0.230211317742104	0.122955426591149	1.15085515130257E-5	0.13094267710868	0.0537237242363789	0.106111124637685	-0.00685822877039737
0.00301591165046093	-0.230239045323276	0.120298154391997	1.14729152365647E-5	0.134775587795789	0.0441510691184693	0.115367865303073	0.00313507861642861
0.00301723762133268	-0.230225375284389	0.119477397996059	1.14631424960052E-5	0.136167406229424	0.0418192936565723	0.118233747094391	0.00561035592428544
0.0030193773122263	-0.230185467690665	0.118016418023285	1.14482214359588E-5	0.13889265914669	0.0381193553495559	0.123376487776445	0.00958976725247411
0.00302365669401354	-0.230041153973081	0.114591865923773	1.1414793843029E-5	0.146360966426545	0.0309902604883688	0.135710528725197	0.0175161347488811
0.00303221545758802	-0.229516229607891	0.105772548145191	1.1330258776282E-5	0.17054767756447	0.0180960395651244	0.16945048751252	0.033428276691925
0.0030418571389478	-0.228604473766347	0.0927136934198027	1.12075498244525E-5	0.214971944570583	0.0063791678842712	0.224088252836743	0.0519002948328435
0.00305165877272193	-0.227421807059528	0.0759708962770334	1.1058239743315E-5	0.282401056087516	-0.00156009762590913	0.301134242565829	0.0719671008764299
0.00306089025747101	-0.22618166739877	0.0568084461088711	1.09027240881264E-5	0.370668882711504	-0.00436044116829587	0.39766009852822	0.0928528005197895
0.00306954723420876	-0.225025532350225	0.0355438686862759	1.07524108887008E-5	0.479878058002964	-0.00182500437600454	0.513848622724931	0.115032494792342
0.00307768112823341	-0.224067295645103	0.0122698031400001	1.06174281079303E-5	0.610665208678623	0.00614904874375576	0.65047133832164	0.139021174819557
0.00308537671432196	-0.223399952967211	-0.0131477179743355	1.05082647156047E-5	0.764639952324181	0.0197284535952742	0.809280072170127	0.165405289576264
0.00308847140710428	-0.223217457780448	-0.0243802198413913	1.04855471402326E-5	0.835686380393666	0.0270124709934749	0.882075414497422	0.177168839524281
0.00309146542043072	-0.223103118940683	-0.0358618808489935	1.04637261305815E-5	0.910039006865769	0.0351822272297258	0.957993138172661	0.189286934654572
0.00309237194130479	-0.223081610449325	-0.0394618721313331	1.04602949605234E-5	0.93364874645515	0.0378821027383718	0.981782511884138	0.193105012488122
0.00309312679360225	-0.22306885338613	-0.0425055084506563	1.04572189559764E-5	0.953675941388927	0.0402144570624519	1.00166947813392	0.196339158054664
0.00309377755454198	-0.223061830816715	-0.045163868218968	1.04544426111658E-5	0.971115167763039	0.0422879617484039	1.01880031829695	0.199167609448182
0.00309427989429406	-0.223059014491695	-0.0472380944325172	1.04526431884968E-5	0.984595893906675	0.0439285588145021	1.03199669061676	0.201376349010482
0.00309484183429097	-0.223058635552399	-0.0495816454747113	1.04511682275398E-5	0.999633740927108	0.0458050331324923	1.04671993952102	0.203873067752258
0.00309540377428788	-0.223061254185052	-0.0519500143324098	1.04503126003772E-5	1.01460087865573	0.0477247585266079	1.06139766481461	0.206396818530022
0.00309630532745137	-0.223071912176971	-0.05580235724443	1.04501761786432E-5	1.03844158977838	0.0508939237223307	1.08484538371107	0.210501215421672
0.00309805598286534	-0.223116396052952	-0.0634723216604521	1.04541856213902E-5	1.08413768085134	0.0573550629797833	1.13001644900841	0.218659821506541
0.00310112068762013	-0.22327543095425	-0.0775223856367163	1.04752782274465E-5	1.16247725075828	0.0696078173504623	1.20798485941095	0.23350761468521
0.003105353310207	-0.223681249655626	-0.0982885066259397	1.05359662574038E-5	1.26792965206258	0.0884082373681849	1.31355057202516	0.255095005422466
0.00311170608889504	-0.224747116570444	-0.132583593802208	1.06952894324275E-5	1.42196291103984	0.120453815420591	1.46812882445624	0.289527797623501
0.00311864485596371	-0.226615087043283	-0.174536298795208	1.0976446322114E-5	1.58620952395407	0.160352555576104	1.63274267723085	0.329442755390141
0.00312266097758802	-0.228058961286396	-0.201025744564717	1.12125037024634E-5	1.67986215553596	0.185667122136735	1.72635584015989	0.353479266118689
0.00312715703052337	-0.23001952771827	-0.232654056586893	1.15094386561902E-5	1.7838921122056	0.215823829508956	1.83003909616327	0.381025867672333
0.00313087161701913	-0.231929653659179	-0.260379238818091	1.1792478829346E-5	1.86936785122242	0.242125990596031	1.91496960308435	0.404196038150908
0.00313677462284506	-0.235543796103943	-0.307430256324705	1.22987854843286E-5	2.00465125686983	0.286367916036453	2.04888570476871	0.44155619550283
0.00314321176408498	-0.24034393114789	-0.362919125860229	1.29514663517721E-5	2.15172455897175	0.337862683216892	2.19374254113652	0.482765564914433
0.00315244801435963	-0.248915538768051	-0.450029189548751	1.40535747764677E-5	2.36241679962479	0.417267966270097	2.39986027693371	0.542070612861692
0.00316372791627473	-0.26228600828014	-0.567911551836061	1.56681956658342E-5	2.6194514519777	0.522335871785483	2.64894777466558	0.613600515137062
0.0031797045352158	-0.28717726224346	-0.754499660363714	1.83653752206664E-5	2.98188415133606	0.684479640039776	2.9954116361384	0.71046628225442
0.00320258712349127	-0.336109161590369	-1.05373632990088	2.275546400274E-5	3.48973430797454	0.938221349439799	3.47041030042904	0.83356654472778
0.00323723416457276	-0.442198086532856	-1.54464311442017	2.91223884177072E-5	4.195906470501	1.3489944236514	4.10549724576479	0.968696069650407
0.00328480233788168	-0.650148311017884	-2.19307834748165	3.28425080846906E-5	4.93641044436425	1.89809851041147	4.71708740227185	1.02960381184848
0.00333394102881034	-0.929378580501375	-2.70808130788988	2.52984600021544E-5	5.31104296578847	2.35303527412984	4.94378077110198	0.936636745032792
0.00337864016037694	-1.22075907466063	-2.95495744417068	8.84371166472858E-6	5.25447309930101	2.59102144281839	4.76499210554163	0.732985169811698
0.00341327370817082	-1.45564024970854	-2.9709630012928	-5.19014045778816E-6	4.95010230869897	2.62555622005622	4.38909465443693	0.517952006797321
0.00342193209511929	-1.51465810039476	-2.94993745297788	-7.72908485320578E-6	4.83930092909919	2.61216829154539	4.26438575987341	0.457768005052815
0.00343924886901623	-1.6303389479207	-2.87637261431922	-1.22906686265949E-5	4.58057198231413	2.55572849490758	3.98469958825729	0.333978548333607
0.00347276373483998	-1.83668672554564	-2.62443528395672	-1.64514852994749E-5	3.97088006212965	2.33550094421905	3.36459551432964	0.0971074326548843
0.0034911945520585	-1.93728732907014	-2.43068947548934	-1.40802139613899E-5	3.58873187552295	2.15488399262745	2.99458801395775	-0.0258378234946054
0.00350840963744444	-2.02072127261478	-2.22074778274604	-9.8219951094481E-6	3.21441080498559	1.95153167252571	2.64346034135908	-0.131430019480093
0.00351539772028673	-2.05140076935377	-2.12853623648817	-7.306450740081E-6	3.05946716227527	1.86002927290234	2.50121338456685	-0.171156155704106
0.00352373077432295	-2.08530445223505	-2.01441658976799	-4.35411634091241E-6	2.87435594460828	1.74487007918599	2.3337013502491	-0.215576790082535
0.00353206382835918	-2.11612246849153	-1.89666497869409	-1.14452697199188E-6	2.69028320909915	1.62375205186179	2.16985087319581	-0.256405462982326
0.0035478706358714	-2.16559754415907	-1.66702619851977	5.48462841493125E-6	2.34937398595749	1.38039215133884	1.87414225617084	-0.322745635423965
0.00356384153309825	-2.20318716001813	-1.43165399992358	1.26239435086131E-5	2.02259630694649	1.12035396628308	1.60142650254013	-0.37372963743759
0.00357821942776014	-2.22611138493787	-1.22150962873586	1.88927838431895E-5	1.74935649626217	0.877913000267784	1.38327640375796	-0.404930005808742
0.00358853755297611	-2.23612994917404	-1.07400785988165	2.2972590681505E-5	1.56813528867379	0.70101852530933	1.24493360945247	-0.418407408599945
0.00359887020581563	-2.24077975366208	-0.931012440820923	2.65962121947221E-5	1.40122036751752	0.523189878469352	1.12335191871022	-0.42425941286623
